ID,Source_File,Newspaper,Date,Length,Author,Headline,Article,Newspapertype,relevance
3891,urc_thetimes_raw1.docx,The Times,9/2/2024,692 words,Emma Yeomans ;Fiona Hamilton,'Putin spy in MI6' brought to UK on Afghan evacuation flight,"An alleged Russian spy who had been stripped of his British citizenship was flown to the UK during the evacuation of Kabul despite being excluded because of national security fears. The suspected agent, who worked at the Foreign Office and had access top secret documents, was told in 2019 that his British citizenship was being removed because of spying claims and that he was considered a security risk. However, in a move that raises questions about border security and checks in Kabul, he was allowed on to one of the last flights to Britain during the evacuation after the Taliban takeover in 2021, a court was told. He was arrested on arrival in the UK. Before his return, the security services had assessed that should he re-enter Britain, ""there was a real risk he would undertake activity on behalf of the GRU [Russian military intelligence]"". This week The Times revealed that the suspected Russian agent worked at the Foreign Office and met David Cameron, Prince William and the future King. The individual, who can be identified only as C2, is appealing against the decision to strip him of his citizenship in a hearing before the Special Immigration Appeals Commission. He denies posing a threat to national security or working as an agent. The revelation that a suspected spy was granted a place on an evacuation flight will be particularly embarrassing for the government, which has been criticised for leaving interpreters and others who worked with British forces in Afghanistan behind. The Home Office declined to comment on how C2 was able to re-enter Britain, saying that it could not comment on a live case. C2, who was born in Afghanistan and Continued on page 2 continued from page 1 'Putin spy in MI6' on Kabul flight entered the UK as an Afghan refugee in 2000, admits giving false information to secure asylum. He had in fact been living in Russia, with a Russian wife. He became an interpreter and worked his way up to the Foreign Office. He told the court that he had also worked for GCHQ, MI6 and the Ministry of Defence. In 2019, when he was working in the public sector in Afghanistan, he was interviewed by MI5 while visiting London and accused of working for the GRU. He was stripped of his citizenship that year. The government's submissions to the court say: ""The essential reasoning was that the security service assessed that the appellant was an agent of the Russian military intelligence services (GRU) and that, should he return to the UK, there was a real risk he would undertake activity on behalf of the GRU and that he therefore posed a risk to UK national security."" Following the Salisbury poisonings in 2018, the security services were seeking to prevent Russian intelligence from rebuilding its presence in the UK, the document continues. Later that year C2 filed an appeal against the decision to deprive him of British citizenship, and remained living in Kabul. However, when Kabul fell in August 2021, he was evacuated as part of Operation Pitting, in which 15,000 people considered to be at risk from the Taliban were flown to the UK. His barrister said he had been evacuated because the British authorities ""recognised that owing to his previous activities on behalf of the UK he would be at risk from the Taliban"". The government neither confirms nor denies that he returned during Operation Pitting, but says it is ""irrelevant"" to the case against him. On Tuesday a court was told that C2 was detained in Belmarsh Prison on his return to Britain, for reasons of national security. Shortly afterwards, the reasons for his detention were changed to ""deception"" and ""unacceptable conduct"", and he was released on bail. He remains in the UK. His barrister suggested in court that he was no longer considered to be a GRU agent. The hearing continues. Politicians have previously raised concerns about hostile states abusing the asylum system. In March 2022, Priti Patel, then the home secretary, was criticised for suggesting that Russia might try to send women posing as Ukrainian refugees. In June it was reported that another alleged Russian agent had brought over his family through the Homes for Ukraine scheme.",Broadsheet,1
3910,urc_thetimes_raw1.docx,The Times,15/3/2022,397 words,Charles Bremner,Putin daughter's French villa invaded,"French police have detained an activist who broke into a villa in Biarritz belonging to President Putin's daughter and declared it a shelter for Ukrainian refugees. Pierre Haffner, a former businessman who lived in Russia for 25 years, may be prosecuted after leading pro- Ukraine protesters into Alta Mira, the seafront property used by Katerina Tikhonova, 35, the younger daughter of the Russian leader and his former wife. The group posted on social media a video tour of the villa, which was bought for (EURO)4.5 million in 2012 by Kirill Shamalov, Tikhonova's former husband. ""This house was bought with the money stolen by Putin and the Russian mafia,"" Haffner said. The video shows marble-clad bathrooms, eight bedrooms, a music room with a piano and guitars, a gaudy bar, a library and a terrace overlooking the sea. ""We dedicate this action to Ukraine. The oligarchic regime of Vladimir Putin and his accomplices have leaked hundreds of billions of euros from Russia and Ukraine over the past 20 years,"" Haffner said. He wrote on Facebook: ""Instead of a luxurious retreat for the oligarchs Putin-Shamalov, we decided to organise a place here for rehabilitation and life for the victims of the Putin regime, especially refugees from Ukraine and Russia who have been forced to flee war, repression and torture prisons."" The police arrested Haffner yesterday on suspicion of breaking and enter- ing after news of his group's act was circulated on Ukrainian and Russian social media. Like her sister Maria Vorontsova, Katerina does not use the family surname. They are the daughters of Lyudmila Ocheretny, 64, Putin's former wife, a former Aeroflot cabin attendant whom he divorced in 2014. She is now married to Artur Ocheretny and owns a villa in Anglet, a resort adjoining Biarritz. Putin, 69, is also thought to have four children with Alina Kabaeva, 38, a former Olympic gymnast. When the Russian invasion began, the Ocheretny villa was daubed with obscene anti-Putin slogans in Ukraine's yellow and blue colours. Putin still owns a villa in Biarritz, which he bought in 1996 when he was a civil servant in St Petersburg, the French security service told Europe 1 radio. He put the house in the name of one of his daughters after acquiring it for $400,000 when he was earning less than $1,000 a month. Europe 1 said MI5 had told the French he was thought already to be diverting money. Graphic   The Ukrainian flag was displayed at Katerina Tikhonova's villa in Biarritz",Broadsheet,0
3928,urc_thetimes_raw1.docx,The Times,22/11/2022,564 words,Matt Dathan,Sunak rules out more migrant work visas until trust is restored,"Public confidence in the immigration system must be restored before calls from business leaders for more work visas can be answered, Rishi Sunak said yesterday. The prime minister vowed to expand visa schemes for entrepreneurs and ""highly skilled people"" as part of a plan for Britain to be a ""beacon for the world's best and brightest"". However, he insisted the ""No 1 priority"" on immigration must be tackling illegal migration to ensure the public have ""trust and confidence that the system works and is fair"". Today Sir Keir Starmer, the Labour leader, will send a similar message to business leaders, telling them that the economy must end its ""immigration dependency"". Setting out more details of Labour's immigration policy in an address to the Confederation of British Industry (CBI) conference in Birmingham, he will say that any expansion in visa schemes will come with ""new conditions for business"". He will reiterate Labour's support for a points-based immigration system and try to put clear blue water between his leadership and the party's previous support for freedom of movement. A Labour government will be ""pragmatic"" in dealing with shortages in the labour market, Starmer will say, citing the shortage of lorry drivers last year that led to big gaps in supplies. This means Labour will not ignore the need for skilled people to come to the UK, he will tell business chiefs. However, in return for any expansion in visa schemes, businesses will have to produce plans for improving the skills and training of the domestic workforce and spend more on new technology to ensure they wean themselves off their reliance on migrants to fill vacancies. Starmer will say: ""Migration is part of our national story - always has been, always will be. And the Labour Party will never diminish the contribution it makes to the economy or our communities. But the days when low pay and cheap labour are part of the British way on growth must end."" The speech will begin to flesh out what Labour's immigration policy will look like at the next election, including an overhaul of the migration advisory committee, the government's independent immigration advisers, to ensure it has better information, connects across government departments on labour and skills shortages and projects trends. Tony Danker, director-general of the CBI, has called for a new deal on immigration, telling the government that business ""don't have the people we need"" and it was ""unrealistic"" to think labour shortages could be solved by automation. He called for fixed-term visas to fill labour shortages and urged the government to be ""practical"" about immigration. The latest quarterly immigration statistics will be published on Thursday and are expected to show increasing numbers have come to the UK. However, analysis by the Migration Observatory at Oxford University has found that net migration is likely to fall over the coming months because the main driver of immigration over the past two years has been the humanitarian visa schemes for Hong Kong exiles and Ukrainian refugees. A poll by Ipsos yesterday suggested confidence in the home secretary was at rock bottom, with half thinking Suella Braverman is doing a bad job on immigration. Only a fifth said they trusted Tory policy on asylum seekers, immigration and small boat crossings. Tories are now conservative in name alone, Melanie Phillips, page 14",Broadsheet,0
3931,urc_thetimes_raw1.docx,The Times,29/3/2023,560 words,Steven Swinford ; Matt Dathan,Hundreds of migrants to be kept on barge to deter crossings; Deterrent plan to stop crossings,"Migrants will be moved from hotels to a giant barge and two disused military bases under government plans to deter people from coming to the UK. The Times has been told that ministers have procured an ""accommodation barge"" capable of holding hundreds of migrants, which is being refitted. They have yet to decide where it will be based, although it will be located at a port rather than at sea. A government source said the barge would have a ""deterrent effect"" on people crossing the Channel illegally. They added, however, that discussions about using it were at an early stage and acknowledged there were significant practical problems. The barge is of a kind more typically used for offshore construction projects and has basic facilities. It is unclear how the government would deal with matters such as the safety of those on board, although a government source said: ""It's a row we're prepared to have."" Robert Jenrick, the migration minister, is expected to confirm plans to transfer about 3,000 migrants from hotels to two RAF bases. He is expected to announce that the Home Office has acquired the use of RAF Scampton in Lincolnshire ? the base from which the Dambusters flew ? and MDP Wethersfield in Essex from the Ministry of Defence. Local councils have threatened legal action against the proposals and James Cleverly, the foreign secretary, has voiced his opposition against the use of MDP Wethersfield in his capacity as the area's MP. Jenrick will give an update on progress towards Rishi Sunak's pledge, made in December, to end the use of hotels to accommodate migrants, and his ambitious goal to clear a backlog of asylum cases by the end of the year. More than 51,000 asylum seekers are being housed in about 400 hotels, costing taxpayers nearly £7 million a day. A report by the foreign aid watchdog, to be published today, will condemn the government for wasting a third of its overseas aid budget on accommodating asylum seekers in hotels. The Independent Commission for Aid Impact (ICAI), which examines the Continued on page 4 Continued from page 1 value and quality of foreign aid spending, found that £3.5 billion was spent on asylum accommodation costs last year, which it described as ""poor value for money"". This cost has tripled in a year. The plan was revealed as Sunak told MPs yesterday that the government had no choice but to detain migrant children, to deter people from taking their families on the ""perilous journey"" to Britain. Under the illegal migration bill, children arriving in the UK will be treated in the same way as other asylum seekers and held in detention until they can be deported to Rwanda. Speaking to the Commons liaison committee, the prime minister insisted that the ""objective"" of the policy was not to detain children but he had no choice but to include them to prevent the creation of a ""pull factor"". He also played down expectations of deportation flights to Rwanda starting this summer, contradicting Suella Braverman, the home secretary. More than 160,000 asylum seekers are waiting for their claim to be processed. About 92,000 of these relate to claims lodged by June last year, which Sunak has pledged to clear by the end of the year. The Dutch government is to use chartered cruise ships to house refugees, while the Scottish government accommodated about 1,170 Ukrainian refugees on two cruise ships.",Broadsheet,1
3933,urc_thetimes_raw1.docx,The Times,5/3/2022,478 words,Chris Smyth,New law to clear way for catch-up sanctions,"sanction oligarchs who have already been targeted by the European Union and United States under emergency legislation to be published next week. The government has lagged behind the EU in imposing sanctions on wealthy Russians, leading to tensions between ministers and officials. An amendment to the Economic Crime Bill next week will enable the UK to ""mirror"" sanctions imposed by the EU and the US. The government will also use the legislation to limit human rights protections for oligarchs facing sanctions in response to concerns that the current legal system is ""gold-plated"". During the passage of the sanctions bill in 2017 the government made significant concessions in the Lords after amendments tabled by Lord Pannick QC, a prominent lawyer, and Lord Judge, a former lord chief justice. The UK's post-Brexit sanctions regime requires the government to consider whether the ""significant effect"" of sanctions on individuals is ""appropriate"", a direct reference to the European Convention on Human Rights. The government will remove this test as it seeks to streamline the process. Another amendment will make it easier to sanction large groups of individuals by relaxing requirements for detailing the reasons for action. Foreign Office lawyers conceded that it could take ""weeks and months"" to sanction Roman Abramovich, the owner of Chelsea football club, and sanctioned 25 oligarchs and individuals linked to President Putin, including several with significant assets in Britain. The UK has sanctioned 15. Johnson is pushing for more action on sanctioning banks and in barring more Russian entities from using Swift, the international payments platform. ""There is plainly more to be done with sanctioning some banks, with tightening Swift, with coming down harder on some individuals, and we want to make sure that we graduate and we intensify,"" he said in an interview with Repubblica and Die Welt. ""It feels to me as though Vladimir Putin has decided to double down. He sees no way out of the cul-de-sac that he's in, except to continue with the destruction, the pulverising of innocent populations in innocent European cities. So we have to respond together with an intensified package."" Johnson said that the government would face a ""brick wall of lawyers"" if it failed to build a case against Abramovich. ""None of us want to live in a country where the state can take your house off you without a very high burden of proof and due process,"" he said. ""There's no point saying, 'Yeah, we're going to go after him', and then you come up against the brick wall of lawyers. So we have to get it right."" Dominic Raab, the deputy prime minister, told LBC that the government could seize mansions from oligarchs in London and use them to house Ukrainian refugees. ""If we've got the evidence and the legal basis, then we'll do it,"" he said. Slow progress, letters, page 34",Broadsheet,1
3944,urc_thetimes_raw1.docx,The Times,7/3/2022,500 words,Kieran Andrews,Hope of quick referendum fading fast,"Nationalist hopes for a quick second independence referendum are fading as the SNP leader at Westminster signalled the postponement of a poll in 2023. Ian Blackford said the shortterm focus of all politicians should be on the crisis in Ukraine following the invasion by Russia. He cautioned those wanting immediate progress on a second constitutional vote to be ""mindful of where we are"" given events elsewhere in the world. Asked about another referendum, Blackford took a long pause before saying: ""We have got to be respectful of the situation that we are in."" He said: ""We have got to be respectful of the responsibilities that we have in the short term, but I'm also respectful to the principle that we have a mandate for an independence referendum. ""I want that referendum to take place in a timely manner. I want us to be able to execute the mandate that we have."" Blackford added, however: ""We have to play the ball where it lies just now and the only thing that I'm focusing on today is Ukraine."" Several SNP parliamentarians at Holyrood and Westminster privately admit that they do not believe another referendum will place on Nicola Sturgeon's timetable and that another general election would probably be needed to break the impasse. Angus MacNeil, the SNP MP and chairman of the international trade committee, last night became the first to publicly confirm his doubts. He said it was for the Scottish parliament to legislate for a referendum date and then see if it would survive a challenge in the courts. He argued that an independent Scotland would be able to do more to help Ukrainian refugees. ""My view, and I really hope I am wrong, is that there will not be a referendum in 2023,"" MacNeil said. ""As a result party membership will want to vote for a resolution to endorse the remaining bridge to independence [at the 2022 or 2023 conference] which is using elections for independence rather than elections for referendums that can't happen, due to a likely Supreme Court ruling."" In the interview, Blackford reiterated the SNP's commitment to removing Trident and suggested the UK's nuclear deterrent should be ditched because there was a ""threat to the world from nuclear weapons"". He rejected claims put forward by Ben Wallace, the defence secretary, that an independent Scotland would be more vulnerable to terrorism threats and Russian aggression if it became independent. Ukraine gave up its nuclear weapons in 1994 in exchange for guarantees from world powers including Russia not to violate its security. Svitlana Zalishchuk, a foreign policy adviser to the Ukrainian deputy prime minister, last week told Sky News ""this war wouldn't have started"" if the country had kept its arsenal. Blackford also said that the Queen would remain head of state in an independent Scotland. Donald Cameron, the Scottish Conservative constitution spokesman, said: ""In an increasingly uncertain world, the nationalists should not be considering constitutional upheaval by attempting to break Scotland away.""",Broadsheet,0
3947,urc_thetimes_raw1.docx,The Times,12/12/2022,573 words,Matt Dathan,Boat migrants to be housed in off-season holiday parks,"Steven Swinford Political Editor Disused and off-season holiday parks are set to be turned into accommodation for Channel migrants as ministers attempt to reduce the £5.6 million a day being spent on hotels. The government is expected to announce plans to use half a dozen holiday parks, which are anticipated to be available from January once talks about the length of leases have concluded. Ministers also want to expand the use of old university halls of residence to cut the need for hotels. One such site already housing migrants is the former Canterbury Christ Church University building in Broadstairs, Kent. Disused military bases similar to the RAF site at Manston, which was turned into a processing centre, are also being considered as a ""long-term"" solution. The government believes that using old student halls and empty holiday camps would be a ""win-win"" because they would be cheaper than hotels. Several local councils, including in Rishi Sunak's own constituency of Richmond in North Yorkshire, have moved homeless people and Ukrainian refugees out of hotels to accommodate asylum seekers. The issue is also becoming politically toxic, with many Tory MPs objecting to the use of hotels in their areas. A government source said: ""Student accommodation and disused holiday camps are not going to attract the same kind of criticism."" Albanian people smugglers have urged migrants to pay for crossings this week due to ""calm"" conditions. One post on TikTok offered prices of (EURO)3,000 for a small boat crossing and promised a maximum of 27 people on board. In contrast, it said journeys in the back of a lorry would cost (EURO)20,000. More than 44,000 migrants have crossed the Channel this year and officials believe there are about 6,000 people who want to make the journey in the coming weeks, which could take this year's total to more than 50,000. At the weekend Lee Anderson, the Conservative MP for Ashfield in Nottinghamshire, appeared to issue a veiled threat to quit the party if illegal immigration was not tackled. Writing in the Mail on Sunday he said: ""If this isn't solved within the first three months of 2023, we will struggle to retain the red wall and my conscience will be severely tested because I want to stand as a Conservative candidate representing a party that will put the interests of my constituents before the thousands of illegal immigrants arriving here every month."" David Davis, a former Brexit secretary, told Times Radio that the Tories would lose the next election if they failed to grip the issue. ""It won't matter whether Lee [Anderson] stands as a Tory or anything else, he won't get elected,"" he said. ""None of us will."" He said that Albania should be declared a ""safe country"" so claims could be fast-tracked. ""If they do that, it won't solve the whole problem,"" he said. ""But it will take a third of it out. And it means the rest becomes manageable."" During the Tory leadership campaign in the summer, Sunak pledged to ""deliver thousands of new beds through a range of existing and novel solutions, including the use of cruise ships"". A Home Office source said that while the idea of using cruise ships as accommodation was discussed in a recent meeting, they were less likely to be used than holiday parks and former student halls. The Home Office has also looked into using Barton Ashes Airfield near Winchester in Hampshire. Manston migrant death row, page 15 Channel migrants, letters, page 32",Broadsheet,1
3951,urc_thetimes_raw1.docx,The Times,2/6/2022,522 words,Steven Swinford,Truss eyes oligarch assets to rebuild Ukraine,"Ministers are drawing up plans to seize billions of pounds in frozen oligarch assets including property and cash and use them to help to rebuild Ukraine. The National Security Council has held discussions about whether the government can do more with the personal wealth of sanctioned oligarchs. Liz Truss, the foreign secretary, is said to be an advocate of plans to seize their wealth and the Home Office is said to be considering legislation. The government wants to use the oligarchs' wealth, which is estimated at £10 billion, to fund a ""Marshall plan"" to rebuild Ukraine. There is an active discussion about whether the money could also go towards providing Ukraine with more weapons. The government wants to take a coordinated approach with other nations. Canada has announced plans to introduce laws to enable it to redistribute the wealth of oligarchs to victims of the war in Ukraine. Ministers in Britain have discussed whether existing sanctions legislation can be amended to enable the government to seize assets but there are concerns over legal action. Truss has pushed publicly for allies to draw up a ""new Marshall plan"", a reference to the American finance that helped to rebuild Europe after the Second World War, totalling more than $115 billion in today's money. In a speech in April she said: ""Ukraine deserves nothing less than a landmark international effort to rebuild their towns and cities, regenerate their industries, and secure their freedom for the long term."" A source close to her said Truss believed it was possible to deal with the legal risks. ""It is fiendishly difficult but Liz's view is that we have to leave no stone unturned. It has to be right that ill-gotten Russian cash in some way finances the rebuilding of Ukraine."" The UK has to date sanctioned more than 100 oligarchs and their family members over their links to President Putin's regime. They include Roman Abramovich, the former owner of Chelsea Football Club, Alisher Usmanov, who had links to Everton football club and Oleg Deripaska, one of Russia's wealthiest men. Under the sanctions, individuals have their assets frozen and are barred from travel to the UK. Truss has said the sanctions should never be lifted. Michael Gove, the levelling up secretary, has previously pushed for the government to seize mansions belonging to oligarchs and use them to house Ukrainian refugees. Truss believes that the war in Ukraine could last for five years or even a decade, and fears that Putin could use weapons of mass destruction to break the deadlock. Last month Putin's exwife and family members were added to the UK's sanctions list. The former first lady, Lyudmila Ocheretnaya, who divorced the president in 2014, was said to have benefited from ""preferential business relationships with state-owned entities"". Others sanctioned include Alexander Plekhov, described by the Foreign Office as a ""close friend"" of Putin. Igor Putin, a cousin of the president and director of Pechenga international sea port, has also been targeted, along with Mikhail Putin, deputy chairman of the management board of Gazprom. Allies send rockets, World, pages 38-39",Broadsheet,1
3985,urc_thetimes_raw1.docx,The Times,11/3/2023,694 words,David Brown; Valentine Low,Charles honours mother's wedding pledge to Edward,"The King's decision to hand his late father's title - Duke of Edinburgh - yesterday to his youngest brother avoids a family dispute following Prince Harry's christening of his daughter as a princess. Charles has also fulfilled the public promise his mother made to Prince Edward on his wedding day. The announcement followed Buckingham Palace's acknowledgement that the Duke and Duchess of Sussex's children are known as Prince Archie and Princess Lilibet and is seen in royal circles as evidence of the King not wishing to fight unnecessary battles. Edward's support for the Duke of Edinburgh Award scheme - founded by their father and undertaken by about 330,000 people each year worldwide - helped persuade the king to confer the title. Charles, 74, inherited the dukedom on his father's death aged 99 in June 2021 and it reverted to the Crown when he became King in September last year. Although Edward was the only of the Queen's sons not to hold a dukedom the King is keen to slim down the royal family. With the Duke of York and Duke of Sussex no longer working royals, however, Edward has an increased public role. The dukedom was conferred on Edward's 59th birthday before a reception in Edinburgh to mark the first anniversary of Russia's invasion of Ukraine. He was given the title Earl of Forfar by the Queen four years ago. Edward said he was ""slightly overwhelmed"" by the latest appointment as he told Ukrainian refugees: ""I hope you can all try to make Scotland and Britain your home for as long you feel that you need to stay here and we will try to make it as welcoming and as safe as possible for you."" His wife, Sophie, 58, becomes Duchess of Edinburgh. Their son, James, Viscount Severn, 15, has become Earl of Wessex and will become Earl of Forfar, but will not inherit the title of Duke of Edinburgh. Charles has ordered the Dukedom to revert to the Crown, so it will not ""leave"" the heart of the royal family when Edward dies. None of the changes affect the couple's eldest child, Lady Louise Mountbatten-Windsor, 19. The late Queen gave Edward the earldom of Wessex, a title he chose, when he married Sophie Rhys-Jones in 1999. Buckingham Palace announced on their wedding day: ""The Queen, the Duke of Edinburgh and the Prince of Wales have also agreed that the Prince Edward should be given the Dukedom of Edinburgh in due course, when the present title held now by Prince Philip eventually reverts to the Crown."" Edward acknowledged the uncertainty surrounding the title after Philip's death, saying: ""It was sort of a pipe dream of my father's ... it will depend on whether or not the Prince of Wales, when he becomes King, whether he'll do that."" Prince Harry's children - Archie, three, and Lilibet, one - became prince and princess six months ago. The changes were made on Buckingham Palace's list of succession page only this week, apparently prompted by the Sussexes' announcement on Wednesday that they had used Lilibet's title for her christening in California. Hugo Vickers, the royal historian, said he was told several weeks ago that Edward was likely to be given the dukedom on his birthday. Charles had announced that William would become Prince of Wales soon after the Queen's death and making public the Edinburgh decision at the same time would have ""diluted"" its impact, he said. ""The wishes and intention of the Queen and Prince Philip have been fulfilled,"" he said. ""Prince Philip has always been supportive of Edward, particularly his work with the Duke of Edinburgh Award."" Vickers said that when he visited Philip in his study, the only picture of his children was a small photograph of Edward. Buckingham Palace said yesterday: ""The new Duke and Duchess of Edinburgh are proud to continue Prince Philip's legacy of promoting opportunities for young people of all backgrounds to reach their full potential."" The title was created in 1726 by King George I for his grandson, Prince Frederick. Frederick's son, Prince George, inherited it and when he became King George III in 1760, it merged with the Crown. Queen Victoria revived it in 1866 for Prince Alfred, her second son. Edinburgh's new duke and duchess, leading article, page 29 Graphic   The title was created in 1726 for Prince FrederickMAX MUMBY/INDIGO/GETTY IMAGESPrince Philip with Edward, who has championed the Duke of Edinburgh Award",Broadsheet,0
3987,urc_thetimes_raw2.docx,The Times,4/3/2023,723 words,Oliver Moody,Brandenburg Gate welcome for King,"The King will become the first postwar foreign head of state to be given a ceremonial welcome at the Brandenburg Gate in Berlin when he embarks on the first state visits of his reign at the end of the month. He and the Queen will visit France and Germany for a trip that will underline the government's desire to strengthen ties with Britain's European neighbours after Brexit. There are a number of firsts, reflecting the wish of the host countries to mark the historic trip by the new King. Charles will be the first British monarch to address the French senate and the Bundestag, Germany's federal parliament. He will also be the first member of the royal family to visit the remains of a church bombed by the Allies in the Second World War. A spokeswoman for President Steinmeier said that the ceremonial welcome with military honours at the Brandenburg Gate was meant as a mark of appreciation that Charles had chosen to visit Germany on his first overseas tour as the King and before his coronation. Steinmeier said that he had invited Charles to Berlin at the Queen's funeral in September. ""The fact that he is now taking up this invitation only half a year later shows how much the King values the friendship between our nations,"" Steinmeier said. During their six-day visit, which begins on March 26, Charles and Camilla will travel to Paris and Bordeaux then continue to Berlin and Hamburg. A Buckingham Palace spokesman said: ""The visit will celebrate the UK's relationship with France and Germany, marking our shared histories, culture and values. It is also a chance to look forwards and show the many ways our countries are working in partnership, whether that be to tackle climate change, respond to the conflict in Ukraine, seize trade and investment opportunities or share the best of our arts and culture."" A source added: ""The fact that the programme has so many unique ceremonial elements to it does reflect the strength of the relationship and the fact that this is the first state visit of Their Majesties' reign. The atmosphere in which this has all been planned has been extraordinarily positive."" The state visits are at the request of the government and underline the strong European theme of the King's reign. They follow his meeting with Ursula von der Leyen, president of the European Commission, at Windsor after the announcement of the deal with the EU over the Northern Ireland protocol. With visits to an organic vineyard in France and green energy projects in Germany, the trip will also be the first opportunity to see on the international stage how Charles's approach to the role differs from that of his late mother. The Palace spokesman added: ""As well as speaking to the strength of the UK's bilateral relationships with France and Germany, Their Majesties' visit will include engagements highlighting the importance of sustainability and community ? key themes which have been embraced by citizens of all our countries. There will also be opportunities to reflect on the sacrifices and challenges of our shared past, out of which has come an enduring legacy of co-operation and reconciliation."" President Macron will host a state banquet at the Palace of Versailles, while Steinmeier will welcome the King at the Schloss Bellevue in Berlin. In Bordeaux, which is home to a large number of Britons, the King will see the devastation caused by last summer's wildfires on the outskirts of the city. In Hamburg he will visit St Nikolai Memorial, the remains of a church that was destroyed by the Allies' bombs during the Second World War. Royal progress Charles and Camilla will travel to Paris on March 26 for a ceremony of Remembrance at the Arc de Triomphe alongside President Macron and his wife Brigitte. The King is expected to address the French senate while the Queen opens a Manet and Degas exhibition at the Musée d'Orsay with Mrs Macron. On March 28, they will travel to Bordeaux to meet emergency workers who tackled wildfires last summer. The following day, the royal couple will go to Berlin where they will receive a ceremonial welcome at the Brandenburg Gate from President Steinmeier and Frau Budenbender before the King meets Ukrainian refugees. He will later address the Bundestag. The King and Queen leave for Hamburg on March 31 and will lay wreaths at the St Nikolai Memorial and meet the public.",Broadsheet,0
3996,urc_thetimes_raw2.docx,The Times,11/4/2022,606 words,NA,"France's Choice; Emmanuel Macron remains the favourite to win the French presidential election, but there is no room for complacency in his run-off with Marine Le Pen","For the second time, Emmanuel Macron will face Marine Le Pen in the second round of the French presidential election. The cast list, though, is where the similarities to the 2017 election end. This time, Macron is not an exciting disruptor from a nascent party, greeted by crowds of adoring fans at bustling rallies, but a tired incumbent, mostly absent from the campaign trail and obviously jaded after a taxing first term. His opponent is slicker than ever, having abandoned her strident anti-immigrant rhetoric and cast herself as the saviour of the blue-collar worker at the petrol pump. Macron remains the favourite to win the race, which is good news for France and the world - but there is no room for complacency. Much of the campaign has focused on the cost of living. Le Pen has made ""spending power"" her big theme and, notwithstanding her insistence that her promises have been costed by experts, is unafraid of naked retail politics. She has promised to exempt young people from income tax, cut VAT on petrol, lower motorway tolls, and pay for it all with wealth taxes on the rich. After all, the cost of fuel has been a powerful force in French politics before. It was a proposed diesel tax rise that prompted the gilets-jaunes protests in 2018, which became an outlet for dissatisfaction with Macron's governing style. Some of that dissatisfaction remains. Macron's ""Jupiterian"" vision of the presidency, and sometimes galactic vision of his own abilities, have jarred with voters. His decision to disengage from the campaign and focus on governing is understandable during a war in Europe, but will suggest to some that he has not learnt his lesson. On economic policy, however, he has a persuasive story to tell. He promised to deliver economic reform where others had failed and, at least to some extent, he has succeeded. He has cut taxes and liberalised the labour market. The French economy is more dynamic and entrepreneurial. This year unemployment hit a 13-year low. School class sizes have been cut too. The president has much further to go. In particular, the pensions system is in need of urgent reform if the French economy is to stay competitive in the long term. However, in a country where even the whisper of labour market reform is greeted by waves of strikes and howls of indignation from the unions, any progress is impressive. Le Pen has spent five years trying to distance herself further from sinister elements of the far-right. The party name ""Front National"" has gone, and hostility to some forms of immigration is carefully tempered with a vocal welcome to Ukrainian refugees. She has left much of the foreigner-bashing to Éric Zemmour, a rival candidate who has a conviction for hate speech. She has also abandoned talk of a rupture with Europe. Much of the rebranding, however, is sheep's clothing. In place of overt Frexiteerism has come a promise to break European Union law to favour French workers. This would create another political crisis that the EU can ill afford, and bolster ""illiberal democrats"" in Hungary and Poland. Opposition to what she calls ""Islamism"" has remained core to Le Pen's programme - she has pledged to fine women who wear headscarves in public. Most concerning is her lack of commitment to the rules-based order and the western alliance. Not long ago, she was putting photographs of a meeting with President Putin in her campaign literature. She has openly defended his illegal annexation of Crimea. There can be no doubt that a Le Pen victory would be a good news story in Moscow. The polls still favour Mr Macron by a whisker, but two weeks is a long time in politics.",Broadsheet,0
